Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
Chikomba RDC-Rutanhira Clinic,Ward 23Manyanga,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chikomba RDC-Shumba Clinic,Ward 28Shumba,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chikomba RDC-Unyetu Clinic,Ward 21,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chikomba RDC-Wazvaremhaka Clinic,Ward 18,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chikomba RDC-Wiltshire Clinic,Ward 4,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chikombedzi Mission Hospital,P.Bag 7075,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chikombedzi Pharmacy,Shop 363ChikombedziChiredzi District,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chikonohono Clinic,Chikonohono ClinicStand Number 5180Chikonohono,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chikonohono Community Pharmacy,"Shop 2, Pfungwadzakanaka Shops",Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chikore Mission Hospital,Box 9Craigmore,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chikwanha Surgery,8646 MachipisaHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
Chikwingwizha Mission Clinic,Shurugwi Road,Gweru,-19.4616316,29.8205953,Exact / Approximate
Chima Radiology Services PVT LTD,Suite 2B1st FloorChinhoyi Mall,Harare,-17.8567035,31.0601584,Exact / Approximate
Chimango Clinic,Ward 4Masenda Village Shinga,Mudzi,-17.0516554,32.5494492,Exact / Approximate
Chimanimami RDC- Chikwakwa Clinic,Ward 19Chikwakwa,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC- Gudyanga Clinic,Ward 20Changazi,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC- Nedziwa Clinic,Nedziwa Growth Point,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC- Ngorima Clinic,Ward 21Ngorima A,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Chakohwa Clinic,Ward 3Chakohwa,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Chimanimani Hospital,Ward 15,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Mutsvangwa Clinic,Mutsvangwa ClinicP.Bag 2013Manyuseni Ward 23,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Nyahonde Clinic,Ward 13Nyahonde,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Shinja Clinic,Ward 9Shinja Communal Land,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimami RDC-Village Clinic,Stand 765&766Chimanimani Village,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani Pharmacy,Shop 15B Nhedziwa Business Centre,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Birwiri Rural Hospital,P.Box 2019,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Bumba Rural Health Center,P.Bag 2002Nhedziwa,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Changazi Rural Health Center,P.Bag 170Nyanyadzi,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Chayamiti Rural Health Center,P.Bag 2004Nedziwa,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Chikukwa Rural Health Center,Chikukwa Business Center,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimanimani RDC-Muchadziya Rural Health Center,Muchadziya Business Center,Chimanimani,-19.804133,32.870727,Exact / Approximate
Chimchembere Surgery,3575Woodlands ParkPhase 1,Gweru,-19.4616316,29.8205953,Exact / Approximate
Chimene Surgery,14043,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chimhanda Pharmacy,Stand number 407Chimhanda Business Centre,Rushinga,-16.6188972,32.3219565,Exact / Approximate
Chimhini G.L. Surgery,No. 90 Fife AvenueCnr Marowe and 2nd Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Chinehasha Rural Health Centre,ChinehashaClinicBox 70Concession,Mazowe,-17.506992,30.972948,Exact / Approximate
Chinengundu Polyclinic-Chegutu,8th Street,Chegutu,-18.1139682,30.1332874,Exact / Approximate
Chings Pharmacy,17 Chiremba RoadHillside,Harare,-17.8567035,31.0601584,Exact / Approximate
Chingwena Clinic,MasarakufaWard 9Karonga Village,Mudzi,-17.0516554,32.5494492,Exact / Approximate
Chinhoyi Clinic,Chinhoyi ClinicStand Number 28258,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Clinical Laboratory,"Room 8 1st Floor, 5386 Magamba Way",Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Eye Centre,10 Magamba Way,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Imaging Centre,5336 Midway Street,Chinhoyi,-17.3582749,30.1933764,Exact / Approximate
Chinhoyi Mall Medical Centre,"Suite 11B, 1st Floor, Chinhoyi Mall",Harare,-17.8567035,31.0601584,Exact / Approximate
Chinhoyi Medical Centre,Room 7Robison ManyikaOld Chinhoyi Hotel,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Paediatric Centre,10Magamba Way,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Provincial Hospital,No. 1 Shandore Road,Chinhoyi,-17.3641682,30.2083231,Exact / Approximate
Chinhoyi Rank Pharmacy,"Shop 3 , Stand 15",Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Street Pharmacy,151Chinhoyi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Chinhoyi Town Pharmacy,Stand No.6Shop No.3Dilmitis Trust Building,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi Town Pharmacy,"Shop Number 2, Stand Number 3, Robson Manyika Avenue",Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinhoyi University of Technology,35/36 Auckland / Highfield RoadSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Chinhoyi University of Technology,93 Off Lomagundi Chirundu Road,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chinogureyi T.S. Surgey,46 Fife Avenue,Harare,-17.8207561,31.0477721,Exact / Approximate
Chinotimba Medical Centre,5020 Chinotimba Township,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Chipadze Pharmacy,1197 Chipadze Shopping CentreChipadze,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipato Surgery,101 Josiah Chinamano Avenues,Harare,-17.8567035,31.0601584,Exact / Approximate
Chipinge Medical Centre,111 Main Street,Chipinge,-20.1795538,32.6138196,Exact / Approximate
Chipinge Medical Centre X-ray Unit,111 Main Street,Chipinge,-20.1795538,32.6138196,Exact / Approximate
Chipinge Optical Centre,131 Moodie Street,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge Pharmacy,Stand 324 CABS Building,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Chinyamukwakwa Rural Health Center,P.O.Box 468,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Kopera Rural Health Center,P.O.Box 448,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Mabee Rural Health Center,P.O.Box 465,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Mahenye Rural Health Center,P.O.Box 477,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Musirizwi Rural Health Center,P.O.Box 449,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipinge RDC-Paidemoyo Rural Health Center,P.O.Box 458,Chipinge,-20.188929,32.619425,Exact / Approximate
Chipinge RDC-Tanganda Rural Health Center,P.O.Box 459,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Chipisite Physiotherapy & Sport Injury C,42 SILWOOD CLOSEChisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
Chirau Tafadzwa - Dr Surgery,581 Charles Street,Chegutu,-18.1867654,30.39756,Exact / Approximate
Chirawu Surgery-Warren Park,3481Warren Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Chiredzi Dental Surgery,5Old Mutual ComplexChilonga Drive,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi Dental Surgery,"8415 Inyati Road, Chlosteel Complex",Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi General Hospital,A482 Lion Drive,Chiredzi,-21.0552033,31.672768,Exact / Approximate
Chiredzi Imaging and Diagnostic Centre,3624 West Road,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Chibwedziva RHC,Chibwedziva RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Chipiwa RHC,Chipiwa RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Chitsa RHC,Chitsa ClinicNdali Primary School,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Chomupani RHC,Chomupani RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Dumisa RHC,Dumisa RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Pahlela RHC,Pahlela RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Pore-Pore RHC,Mkwasine Estate,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Rupangwana RHC,Rupangwana RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-Rutandare RHC,Rutandare RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi RDC-St Joseph RHC,St Joseph RHC,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiredzi Surgery,432 Lion DriveTshovani,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Chiremba Surgery,Stand 3700 Ngoni Township,Norton,-17.87454,30.695954,Exact / Approximate
Chireya Mission Hospital,Chireya Mission Hospital,Gokwe,-17.5430732,28.5985852,Exact / Approximate
Chiron Physiotherapy Clinic,3342,Kariba,-16.527274,28.7755479,Exact / Approximate
Chis-Care Pharmacy,24564Pumula South,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Chisi Pharmacy,83 Hindhead Avenue Shop Number 3Supreme House,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisi Surgical Suites,Number 4 Silwood RoadChisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite Clinical Laboratory,42Silwood Close Chisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite Clinical Laboratory Collection Centre,Corner Fifth & Robert Mugabe Roadport,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite I Care,Shop 4 Hindhead HouseChisipite Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite Imaging,42Silwood CloseChisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite Medical Clinic,42 Silwood CloseChisipite,Harare,-17.8567035,31.0601584,Exact / Approximate
Chisipite Physiotherapy,6 Barlow CloseGlen Lorne,Harare,-17.8567035,31.0601584,Exact / Approximate
Chitambo Surgery and Maternity Unit,Std 261A Commercial Street,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Chitora Clinic,Chitora Village,Mutare,-18.974656,32.670473,Exact / Approximate
Chitsungo Mission Hospital,Nyamhara VillageWard 10Mbire District,Guruve,-16.3431777,30.6290426,Exact / Approximate
Chitubu Pharmacy,7055Chitubu Shopping CentreGlen Norah A,Harare,-17.8567035,31.0601584,Exact / Approximate
Chitungwiza Central Hospital,12096Batanai StreetZengeza 4,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Chitungwiza New Start Centre Laboratory,Shop 26 Chitungwiza Town Centre,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Chitungwiza Pharmacy,Shop 2Stand 223Unit G,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Chivaraidze Clinic,Chivaraidze FarmChisipiti,Harare,-17.8567035,31.0601584,Exact / Approximate
Chives Pharmacy,14853 Damafalls,Ruwa,-17.897155,31.237093,Exact / Approximate
Chivhu General Hospital,Cnr Cripps/Main Street,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chivhu RDC-Mufudziwakanaka Rural Health Centre,C/O Box 194,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chivhu RDC-Nyamhere Rural Health Centre,C/O Box 194,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chivhu RDC-Range Rural Health Centre,C/O Box 194,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chivhu RDC-Zvamatobwe Rural Health Centre,Zvamatobwe Rural Health CentreBox 50Sadz,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Chivi RDC-Chifedza RHC,Chifedza RHCWard 15,Chivi,-20.5051393,30.5699425,Exact / Approximate
Chiwanza M Surgery,23 Gomoguru RoadDzivarasekwa 3,Harare,-17.8567035,31.0601584,Exact / Approximate
Chiwaridzo Medical Centre,1596Chiwaridzo 1,Bindura,-17.2989727,31.3299701,Exact / Approximate
Chiwaridzo Pharmacy,1596Chiwaridzo 1 Shopping Centre,Bindura,-17.2989727,31.3299701,Exact / Approximate
Chiyedza Pharmacy,Std 31640 Unit GMakoni Shopping Centre,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Chizungu Surgery,2012A Chizungu Epworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Chlo-Health Medical Centre,3098Chipinda StreetRweko Township,Marondera,-18.190098,31.545542,Exact / Approximate
Chloric Pharmacy,Shop 394 Chinhoyi St Cnr Bank St,Harare,-17.8567035,31.0601584,Exact / Approximate
Chloric Pharmacy,2897 Haydon Park,Zvimba,-17.3431736,30.4209716,Exact / Approximate
Chloride Zimbabwe Clinic,2 New Castle RoadWorkington,Harare,-17.8567035,31.0601584,Exact / Approximate
Choice 10 Pharmacy,13694 Nkulumane,Bulawayo,-20.1801644,28.5152281,Exact / Approximate
Choice Hyper Pharmacy,Federal Centre Cnr 10th Ave & Fort Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Choice Park Pharmacy-Cowdray,25384Cowdray Park,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Choice Pharmacy,Shop 474 Robert Mugabe,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Chrome Mines Hospital,Chrome Mines Hospital Railway Block,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Chronic Care Pharmacy,14Rowland SquareMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Chrysalis Transformation Center,2106 Bannockburn RoadMT Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas 35 Fife Pharmacy,Stand Number 135635 Fife Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Borrowdale Office Park Pharmacy-,"East Block, Borrowdale Office Park",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Clinic - Borrowdale,"19308 Borrowdale Office Park, East Block",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Clinic - Gweru,1 - 6th Street,Gweru,-19.4560784,29.8166452,Exact / Approximate
Cimas Clinic - Jason Moyo,"111 Kwame Nkrumah Avenue, Cnr S.V. Muzenda Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Clinic - Jason Moyo,130 Mbuya Nehanda Street,Harare,-17.8363868,31.0423936,Exact / Approximate
Cimas Clinic - Kwekwe,12 A & B 2nd Avenue,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Cimas Clinic - Makoni,16097 Makoni Shops,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Cimas Clinic - Manresa,1 - 2 Manresa Estates,Harare,-17.8567035,31.0601584,Exact / Approximate
CIMAS Clinic - VCT Masvingo,19 Hofmeyer Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Cimas Clinic Milton Park,13 Rowland Square,Harare,-17.816622,31.0351488,Exact / Approximate
Cimas Clinic-Gweru,1-6th Street,Gweru,-19.4560784,29.8166452,Exact / Approximate
Cimas Clinic-Harare East,111Nkwame Nkrumah Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Clinic-Highglen,Shop 4&5Highglen Shopping Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Clinic-Masvingo,19Hofmeyer Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Cimas Clinic-Mutare,168th Avenue,Mutare,-18.974656,32.670473,Exact / Approximate
Cimas Clinic-Victoria Falls,89 Spencer Road,Victoria Falls,-17.9344908,25.8329988,Exact / Approximate
Cimas Dental - Milton Park,13 Rowland Square,Harare,-17.816622,31.0351488,Exact / Approximate
Cimas Dental Clinic- Borrowdale,"Borrowdale Office Park East Block, Borrowdale Road",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Dental Clinic Mutare,Cimas House 98Second Street,Mutare,-18.974656,32.670473,Exact / Approximate
Cimas Dental Clinic-Bulawayo,Suite 11BBulawayo Medical ChambersCnr 8th /J.Tongogara Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Cimas Dental Clinic-Highlen,Shop 3Highlen Shopping CentreWillowvale,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Dental Clinic-Kwekwe,12 A and 12 BSecond Street,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Cimas Distribution Centre- Harare,61-63 Plymoutn RoadSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Fife Avenue Pharmacy,"Shop 4 & 5, Stand 1705A Fife Avenue",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Harare West Clinic,175Chinhoyi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare -Chinhoyi Street Clinic,175Chinhoyi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare Clinic - Bulawayo,31A Jason Moyo Street,Bulawayo,-20.1564735,28.5830141,Exact / Approximate
Cimas Healthcare Clinic - Makoni,Number 16096 Unit G Makoni Shops,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Cimas Healthcare Clinic - Manresa,1-2 Manresa Estates Acturus Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare Clinic-Byo,31AJason Moyo Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Cimas Healthcare Pharmacy - Gweru,1 - 6th Street,Gweru,-19.4560784,29.8166452,Exact / Approximate
Cimas Healthcare Pharmacy - Kwekwe,"12 A + B, 2nd Avenue",Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Cimas Healthcare Pharmacy Highglen,"Shop 5A, High Glen Shopping Centre",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare Pharmacy -Vic Falls,89 Spencer Road,Victoria Falls,-17.9344908,25.8329988,Exact / Approximate
Cimas Healthcare-Highglen,111Kwame Nkrumah Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare-Highglen,Shop 4 and 5 Highglen Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Healthcare-Mutare,168th Avenue,Mutare,-18.974656,32.670473,Exact / Approximate
Cimas Jason Moyo Dental Clinic,130 Mbuya Nehanda,Harare,-17.8363868,31.0423936,Exact / Approximate
Cimas Jason Moyo Pharmacy,"Stand 1516-1519 Sanisbury, 130 Mbuyanehanda Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Laboraties - Kwekwe,Number 1Fidelity Life Centre,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Cimas Laboratories - Baines Avenue,60 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
CIMAS Laboratories - Highglen,Shop 5 Highglen Shopping Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
CIMAS Laboratories - Highglen,Highglen Shopping ComplexGlenview,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Masvingo Clinic,19 Hofmeyer Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Cimas Medical Laboratories - Mutare,98 - 2nd Street8th Avenue,Mutare,-18.974656,32.670473,Exact / Approximate
Cimas Medical Laboratories - Bulawayo,Cnr J Tongogara/8th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Cimas Medical Laboratories - Gweru,236th Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Cimas Medical Laboratories-Borrowdale,Number 4 Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Medical Labs Trauma Borrowdale Stat Laboratory,3Borrowdale Lane,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Medlabs-Bulawayo,"Suite 7B Mater Dei Hospital1 Burns Drive, Malindela",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Cimas Milton Park Clinic,13Rowland SquareMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Mobile Clinic,"19308 Borrowdale Office Park, East BlockBorrowdale RoadBorrowdale",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Mobile Dental Clinic,"19308 Borrowdale Office Park, East BlockBorrowdale",Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Optometry Clinic - Avenues,60 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Cimas Pharmacy-Ruwa,Stand 434Chihombe Road,Ruwa,-17.897155,31.237093,Exact / Approximate
Cimas Radiology-Borrowdale Park Office,1908Borrowdale RoadBorrowdale Office Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Cimas Rescue Road Ambulance Services,13 Rowland Square,Harare,-17.816622,31.0351488,Exact / Approximate
Cimas Rescue Road Ambulance Services,60 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Cimas Ruwa Clinic,436 Chihombe Road,Ruwa,-17.897155,31.237093,Exact / Approximate
CIMAS Ruwa Dental Clinic,434 Chihombe Road,Ruwa,-17.897155,31.237093,Exact / Approximate
Cimas VCT - Kwekwe,12A and B Second Avenue,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Cimed Clinic-24hr Family Clinic,Stand 41Murisa Business Centre ZikoDema,Seke,-18.3097084,30.8587759,Exact / Approximate
