Facility Name,Physical Address,City,Latitude,Longitude
Dr. A.P.T Mutsai Surgery,4722,Kwekwe,,
Dr. Ameer's Surgery,117 Chiremba Road,Harare,,
Dr. Annabel Curtis Stable Health,35B Kingsmead Road West Borrowdale,Harare,,
Dr. Arevshatian Dental Surgery T/A Newlands Dental,"Suite 108 Sanlam Centre, Newlands Shopping Centre",Harare,,
Dr. Audrey Chivaura Surgery,139 Nelson Mandela,Harare,,
Dr. B. Katenga Surgery,Suite 43 Medical Centre 52 Baines Avenue,Harare,,
Dr. Bishi Surgery,97 4th Street,Mutare,,
Dr. C Duri Surgery,4754 Glen View 3 Shopping Centre,Harare,,
Dr. C. Madhombiro Surgery,12 Robertson Street,Masvingo,,
DR. C.M Mbiriri Surgery,13 Fife Avenue,Harare,,
Dr. C.S Chiura Surgery,15 Gaudya StreetMufakose,Harare,,
Dr. Chagonda's Surgery,Stand Number 30/31 Gillingham,Harare,,
Dr. Chikutiro Surgery,20 Lanark RoadBelgravia,Harare,,
Dr. D Matsika Surgery,90 A.S Parirenyatwa Between 8th & 9th Avenue,Bulawayo,,
Dr. D Matsika Surgery,133,Chimanimani,,
Dr. D. Musorowegomo Paediatric Rooms,45 Fife Avenue / Leopold Takawira,Harare,,
Dr. D. P Doolabh,10 Edward Road Khumalo,Bulawayo,,
Dr. D.M Gwini Surgery,Royal Building Cnr 9th Avenue & Fort Street,Bulawayo,,
Dr. Dari Ophthalmic Practice,"Suite 5, Mimosa Flats 19 Baines Avenue",Harare,,
Dr. Debra Murphree Surgery,31 Victoria DriveNewlands,Harare,,
Dr. Dondo Surgery,"Shop 6 Cnr 3rd Street / 3rd Avenue, Bahadur Building",Kwekwe,,
Dr. Dragana Djordjevic Surgery,11 Dunkirk Avenue,Harare,,
Dr. Eshillah Kuture,26 Baines Avenue,Harare,,
Dr. F. Mwedzi Surgery,Suite 503 Halyet House,Bulawayo,,
Dr. F.G Mhlanga Surgery,130 Herbert Chitepo Avenue,Harare,,
Dr. F.G. Mhlanga VCT,130 Herbert Chitepo Avenue,Harare,,
Dr. F.N. Hove Surgery,"Suite 11, 13 Baines Avenue",Harare,,
Dr. F.Z Gumbo Practice,109 Josiah Chinamano Corner 3rd Street,Harare,,
Dr. Fanyana Surgery,5 Josiah Chinamano Avenue,Harare,,
Dr. Fiona Makoni and Associates Dental Surgery,204 Upper East RoadMt Pleasant,Harare,,
Dr. G Gwinji Surgery,Stand 4197,Harare,,
Dr. G M Pechey Dental Surgery,59 West RoadAvondale,Harare,,
Dr. G Saungweme Surgeries,Shop 16A Chitungwiza Town Centre,Chitungwiza,,
Dr. G.T Fana Surgery,"37 Canterbury Road, Corner Bishop Gaul",Harare,,
Dr. Gerhard Peter Lung Dental Surgery,2 Sunlands Close,Harare,,
Dr. Godfrey Matsika T/A Lifeline Surgery,8197 Kuwadzana 5 Shopping Centre,Harare,,
Dr. Gora V Surgery,7191 Welby Road,Masvingo,,
Dr. H.M. Ashmawy's Surgery,Suite 100Haylet House9th Avenue,Bulawayo,,
Dr. Iris V Simmons Chagwedera Surgery,42 Woodholme Road,Harare,,
Dr. J. Moyo Surgery,58Duncan Road Suburbs,Bulawayo,,
Dr. John Erlwagner Surgery,58 Sixth Street,Gweru,,
Dr. K.N Nyikayaramba Surgery,26 Blackiston Corner Josiah Chinamano,Harare,,
Dr. Kanyenze Surgery,Number 604th Street,Mutare,,
Dr. Loyce's Room,"45 Fife Avenue, Corner Leopold & Fife Avenue",Harare,,
Dr. Loyce's Room,8 Elsworth RoadBelgravia,Harare,,
Dr. M. Matsvaire Surgery,46 Hofmeyer Street,Masvingo,,
Dr. M.B.R Seyani,"Stand 995 Shop 3 Samuriwo Building, Machipisa",Harare,,
Dr. Machakaire Surgery,130 Herbert Chitepo Avenue,Harare,,
Dr. Madombi Surgery,68 Central Avenue,Harare,,
Dr. Makiwa Surgery,34 Downing Avenue,Harare,,
Dr. Malvern Nyamutora,"26 Blakiston Street, Corner J. Chinamano Avenue",Harare,,
Dr. Manasa Mandizvidza Dental Surgery,"Shop Number 12 First Floor ,Waterfront Life Assurance Building, Stand 85 Cnr Herbet Chitepo / First Avenue",Mutare,,
Dr. Manyanga & Associates Dental Clinic,"Shop Number 7, Liquenda House, 58 Nelson Mandela Avenue",Harare,,
Dr. Maqbool Gaibi Dental Surgery,24 Second Avenue,Bulawayo,,
Dr. Mark Steven Dixon,130A Josiah Tongogara 14th Avenue,Bulawayo,,
Dr. Masanganise Eye Surgery,91 Fife Avenue,Harare,,
Dr. Masenyama Dental Surgery,18 Downie Avenue,Harare,,
Dr. Mashoko Eye Surgery,19 Divine RoadMilton Park,Harare,,
Dr. Matsvayi Surgery,19 Robert Mugabe Way,Rusape,,
Dr. Michael Drau Specialist Physician,Stand 593 AEast Wing 2nd Floor Haylet House,Bulawayo,,
Dr. Michael Suddens Practice,44 Josiah Tongogara Avenue,Harare,,
Dr. Michael Suddens Practice,170 The ChaseGroombridge,Harare,,
Dr. Mukanganwi Surgery,"Suite 103, 1st Floor Medical Centre, 52 Baines Avenue",Harare,,
Dr. Mukorera Dental Surgery,Number 7 Campion Street,Kadoma,,
Dr. Mutanga and Hondonga Surgery,2nd FloorStandbic BuildingCnr 8th Avenue and J. Nkomo Street,Bulawayo,,
Dr. N Ngwenya Dental Surgery,51A Herbert Chitepo Street,Bulawayo,,
Dr. N. Ushewokunze Family Clinic,146 Herbert Chitepo Avenue,Harare,,
Dr. N.A Gonah,68 Central Avenue,Harare,,
Dr. Nhende Surgery,56 Herbert Chitepo Street,Bulawayo,,
Dr. Nqobile Ngwenya Surgery,123 Fort Street & 12th Avenue,Bulawayo,,
Dr. Nyakanda Surgery - Citimed,Suite 5Citimed Hospital,Chitungwiza,,
Dr. Nyawayi Clinic,54 Hellet Street,Masvingo,,
Dr. Odwee Surgery,"Suite 42, 3rd Floor, Medical Centre 52 Baines Avenue",Harare,,
Dr. P Dhliwayo Magwenzi Surgery,"Suite C5A Eastend Medical Centre, 60 George Silundika",Harare,,
Dr. P Kuona Surgery,"109 Josiah Chinamano Avenue, Cnr 3rd Street",Harare,,
Dr. P Mhaka Surgery,165 Samora Machel Corner 7th Street,Harare,,
Dr. P.K Runyowa Surgery,"Fife Avenue Medical Centre, Room 12 - 2nd Floor, 5th Street / Fife Avenue",Harare,,
Dr. Peter Mataruse Surgery,"Number 10, Magamba Way",Chinhoyi,,
Dr. Phil Surgery,52 Josiah Chinamano Avenue,Harare,,
Dr. R.C.Davies Practise,58Quorn AvenueMt.Pleasant,Harare,,
Dr. Rumbidzai A Dombo Surgery,169 Samora Machel Avenue,Harare,,
Dr. Rumbidzai Makoni Surgery,"Number 45 Fife Avenue, Cnr Leopold Takawira",Harare,,
Dr. S Farayi Surgery,45 Five Avenue,Harare,,
Dr. S Mukonoweshuro Surgery t/a Ultra-Med Clinic,126 Kwame Nkrumah Avenue,Harare,,
Dr. S.K Chivanga Surgery,7A 9th Avenue Between R.G Mugabe & J. Tongogara,Bulawayo,,
Dr. S.M.O Saka Dental Surgery,"301 Lancet House, 9th & Josiah Togogara",Bulawayo,,
Dr. Shennan Clinic - Byo City,Kinmont AvenueBarham Green,Bulawayo,,
Dr. Sibusiso Matchaba Surgery,37 Baines Avenue,Harare,,
Dr. Swene & Dr. Matindi Surgery,15 Robert Mugabe Way,Bulawayo,,
Dr. T Chimhondo Surgery,14 Angwa StreetCnr Robson Manyika Avenue,Harare,,
Dr. T Chiwanga Surgery,"53 Baines Avenue, Harare",Harare,,
Dr. T G Chigonda Medical Rooms,15 Baines Avenue,Harare,,
Dr. T Moyo Surgery,40 Josiah Tongogara Avenue,Harare,,
Dr. T.L Magwali Surgery,Number 16 Josiah Tongogara Avenue,Harare,,
Dr. T.L Mupfuwahuku Surgery,"11A Bahadur Building, Cnr 3rd Street / 1st Avenue",Kwekwe,,
Dr. Taremba Surgery,Stand 312 CBD 1Checheche Growth Point,Chipinge,,
Dr. Ticklay - Baby Clinic,53 Baines Avenue,Harare,,
Dr. V Mashanda - Maboreke Dental Practice,"Block 2, Corner Burton & Princess RoadsBelvedere Square",Harare,,
Dr. V.S Raju Consulting Rooms,44 Josiah Tongogara Avenue,Harare,,
Dr. Vimbayi Makanza Surgery,"Suite 1 Westend Clinic, 13 Baines Avenue",Harare,,
Dr. Virginia Masunda Surgery,"Suite 1, 102 Nelson Mandela Avenue, Grayhurst Building",Harare,,
Dr. W. Chiduku Dental Surgeries,"12 Windemere Lodge, Mazowe Street Fife Avenue",Harare,,
Dr. X.R. Chaka X-ray Unit,244 Fred Jameson Street,Karoi,,
Dr. Z.K Sirdar Radiology Centre,88 Josiah Chinamano Avenue,Harare,,
Dr. Zihove Surgery,Stand Number 46 Edson Zvobgo Street,Masvingo,,
Dr.A Dube Surgery,"Stand, Number 997/8Parichi ComplexLight Industry",Chiredzi,,
Dr.G.Z.Chitiyo Surgery,3Hermes CourtDerry Circle,Harare,,
Dr.H Dube Dental Surgery,19R.Mugabe Way,Harare,,
Dr.H.Rambanapasi Surgery,3rd FloorStanbic Building JMN Nkomo and 8th Avenue,Bulawayo,,
Dr.R. Nzvenge(MSC),8 Elseworth RoadAlexandra Park,Harare,,
Dreams Clinic,24977 Kaguvi Phase 3,Chegutu,,
Drennan Clinic - Mutare,Drennan EstatePenhalonga,Mutare,,
Driefontein T.B.Hospital,Driefontein HospitalDriefontein MissionChirumhanzu,Mvuma,,
Drug Blend Pharmacy Private Limited,115 Five Avenue / Corner 3rd Street,Harare,,
Drug Inn Pharmacy,6275Fred Jameson Street,Karoi,,
Druginn Chiedza Pharmacy,2375 Chiedza,Karoi,,
Drugmart Pharmacy,Stand 238 Mapereke Murewa Growth Point,Murehwa,,
D-Teg Radiology Centre,14507/11Mbizo,Kwekwe,,
D-Teg Radiology Centre Ultrasound Unit-Kwekwe,14507Section 11Mbizo,Kwekwe,,
Dube & L. Ncube,172nd Avenue/Fife Street,Bulawayo,,
Dube H Dr Dental Surgery,694Budiriro 1 Shopping Centre,Harare,,
Dulivhadzimu Pharmacy,2855Dulibadzimu Township,Beitbridge,,
Dulivhadzimu Surgery,1556 Dulivhadzimu,Beitbridge,,
Dulux Industrial Clinic,11042 Highfields RoadSoutherton,Harare,,
Dunameon Clinic,2068 Southlea Park,Harare,,
Dunsisane Clinic,The Wattle Company Penhalonga Estates,Mutasa,,
Dusky Pharmacy,7964 Kuwadzana 6 Shopping Centre,Harare,,
DX Centre - Machipisa,2694 115th StreetJerusalem Highfields,Harare,,
DX Centre Mobile Unit,5 Josiah Chinamano Avenue,Harare,,
DX Centre Surgery,5Josiah Chinamano Avenue,Harare,,
DX Chinamano Avenue X-Ray Centre,5 Josiah Chinamano Avenue,Harare,,
DX City Centre-X-Ray and Ultrasound Unit,6Foundation CourtCorner Park Street and Kwame Nkrumah Ave,Harare,,
Dynacare Laboratories,29 Mazowe Street Avenues,Harare,,
Dzivarasekwa Extension Medical Centre,5019Dzivarasekwa Extension,Harare,,
Dzivarasekwa Pharmacy,Stand 9057,Harare,,
Dzivarasekwa Surgery,Stand No. 3836Dzivarasekwa 2,Harare,,
E. Gwenhamo Surgery,6247 Mkhosana,Victoria Falls,,
E. Gwiza Surgery,4032 Stones Shops,Harare,,
E.F Watson Clinic - Mpopoma,Nkulumane Road,Bulawayo,,
E.M.C Surgery,39 Baines Avenue,Harare,,
Eaglehut Pharmacy- Beatrice,25 Beatrice Puma Service Station,Beatrice,,
Ear Nose and Throat Healthcare,50 Harvey Brown AvenueMilton Park,Harare,,
Ear Nose Throat Clinic,72 George Silundika Avenue,Harare,,
"Ear, Nose and Throat Clinic","CBD Specialist Hospital, 158 Samora Machel Avenue",Harare,,
East Isle Pharmacy-Ngezi,899Turf,Ngezi,,
Eastcare Pharmacy,37B Main Street,Chipinge,,
Eastend Dental Surgery,60 George Silundika Ave,Harare,,
Eastend Occupational Therapy Centre,60 George Silundika / 5th Tafara Building,Harare,,
Eastern Highlands Trust,29George Silundika Street,Mutare,,
Eastern Maternity Clinic,538Castle Base Road,Rusape,,
Eastern Optical Centre,85 Herbert Chitepo Street,Mutare,,
Eastgate Dental,Shop 45D Eastgate Shopping Cmplex,Harare,,
Eastgate Medclinic,"Eastgate Shopping Complex, Stand Number 17899, Shop 36C",Harare,,
Easthetic Dental Laboratory,605 CornMarket Twinlakes Park,Norton,,
Eastlea Centre for Endocrinology and Diabetes,"33 Northampton Crescent, Eastlea",Harare,,
Eastlea Pharmacy,Shop Number 3 Patmar House Selkirk Road,Harare,,
EastRoad Back & Sports Physiotherapy Clinic,26EastroadBelgravia,Harare,,
EastRoad Back and Sports Injury Clinic,26East RoadBelgravia,Harare,,
Eastrock Pharmacy,"Shop 2, 54 Herbert Chitepo",Mutare,,
Eastview Medical Centre,6848Chimanimani RoadZimre Park,Ruwa,,
Eastview Medical Centre Ext,Number 27275 Zimre Park,Ruwa,,
Ebenezer Clinic,7437Mkoba 6,Gweru,,
Ebenezer Impali Clinic,17 Trogan RoadImpali,Shurugwi,,
Ebenezer Pharmacy - Southerton,"Shop 2Post Office, Building Cnr Lobengula / Highfields Rd Southerton",Harare,,
Ecosurgica,2 Natal Road,Harare,,
Ecosurgica-Belgravia,2Natal RoadBelgravia,Harare,,
Edan Medical Labs International,"3810 NHORO ROAD, OLD WINDSOR PARK",Ruwa,,
Edan Medical Labs International,60 George Silundika Avenue Cnr 5th Street,Harare,,
Edan Medical Surgery,Corner 5th Street & George Silundika Avenue,Harare,,
Eden Medical Centre,Ganyani StoresMandamabwe,Chivi,,
Eden Medical Clinic,Eden Children's Village Stand 212 Doma,Mhangura,,
Eden Surgery,Stand No. 35 Wadzanai Business Centre,Shamva,,
Edge Health Laboratory,12Siegnery Road,Chegutu,,
Edgiray Investments Pvt Ltd T/A Hometown Pharmacy,Shop 9Corner R.Mugabe & H.Chitepo,Rusape,,
Editors Occupational Therapy Centre,139 Nelson Mandela,Harare,,
Eiffel Flats Satelite Clinic,36 Herbert Chitepo Street,Kadoma,,
Eland Hob House Clinic,2953 Hobhouse 3,Mutare,,
Eland Private Hospital,91 3rd Street,Mutare,,
Elephant Hills Resort Clinic,Number 382 Parkway Drive,Victoria Falls,,
Elevate Physiotherapy Clinic,4 Lona CloseBorrowdale,Harare,,
Elevate Physiotherapy Clinic,69 Josiah Chinamano Avenue,Harare,,
EL-FLO Taporeswa Health Care Centre,Stand Number 19733Unit O Taita ShopsSeke,Chitungwiza,,
Elim Mission Hospital,Elim Mission Hospital,Nyanga,,
Elim Mission Hospital,P.Bag 2007,Nyanga,,
Elite Care Medical Centre,Stand Number 5078 Izayi Park,Zvishavane,,
Elite City Clinic,24Grey Street,Chegutu,,
Elite Dental Surgery,Stand Number 8786 St Mary's Huruyadzo Shops,Chitungwiza,,
Elite Radiology,93Fife Avenue,Harare,,
Elivis Pharmacy,1211 Growth Point,Wedza,,
Elixa Pharmacy-Masvingo,Stand 530 Neshuro TownshipMwenezi,Masvingo,,
Ello Opticians,"27 Fife Ave, 2 Albany Court",Harare,,
Elmshaven Pharmacy,2774Amaveni Shopping Centre,Kwekwe,,
Elroy Pharmacy,20 Kembo Complex Dzivarasekwa Extension,Harare,,
ELS Pharmacy,"Shop 2368, Kilwinning S/C, Kilwinning Road",Harare,,
Elvington Gold Mine Clinic,Giant EastatesBox 357Gadzema,Chegutu,,
Emajex Medical Imaging Centre,1 Ross AvenueBelgravia,Harare,,
Emakhandeni Clinic,Stand Number 4198,Bulawayo,,
Emask Surgery,11Libuyu StreetHeights,Kariba,,
Embakwe Mission Hospital,Embakwe Mission HospitalEmbakwe,Plumtree,,
Emcare Ambulance Service(PBC),5783Warren Park D,Harare,,
Emerald Pharmacy,Stand Number 956A68-70 Kwame Nkrumah,Harare,,
Emergency Eye Clinic-Bulawayo,17Robert Mugabe WayPark View,Bulawayo,,
Emergency Pharmacy,88 Robert Mugabe Way,Bulawayo,,
Emergency Response 24/7,2293AMkoba 7,Gweru,,
Emergency Rooms 24,53 Josiah Chinamano Avenue,Harare,,
Emergency Rooms 24 Ambulance Services,54 Josiah Chinamano,Harare,,
Emganwini Family Clinic,Stand No. 6774Emganwini Shopping Centre,Bulawayo,,
Emma Scott Bokinectics,56 Kingsmead Road EastBorrowdale,Harare,,
Emmanuel Family Clinic,Guernsey FarmActurus,Goromonzi,,
Emmanuel Medi-Clinic,Number 5621,Harare,,
Empire Pharmacy Kamfinsa,Shop 123 Lot 305 Kamfinsa Shopping Centre,Harare,,
Empumalanga Clinic,95Empumalanga Township,Hwange,,
Emras Lifeflight-Baines,81Baines Avenue,Harare,,
Emvision Medical Imaging,Stand 655 BT87 Josiah Tongogara StreetBetween 8th and 9th Ave,Bulawayo,,
Enatmak Diagnostic Imaging,8170Kuwadzana 4 Shopping CentreKuwadzana,Harare,,
Endodontic Suite,103The ChaseMt Pleasant,Harare,,
Enis Pharmacy,33 Second Street,Mutare,,
Enliven Dental Clinic,48 Chirodzero ShopsDomboshava,Domboshava,,
Enliven Medical Centre,48 Chirodzero Shops,Domboshava,,
Enswin Pharmacy,"4115 Jabavu Drive, Machipisa",Harare,,
ENT Consulting Rooms,"West End Close, 13 Baines Avenue",Harare,,
Entoptic Services,34 Van Praagh Avenue Milton Park,Harare,,
Entumbane Clinic,Corner Muzomuhle Road & Midibheni Road,Bulawayo,,
Entumbane Medical Centre,Shop 41 Entumbane Shopping Complex Entumbane,Bulawayo,,
Epaton Pharmacy,5158CornershopOverspill,Harare,,
Epworth Complex Medical Centre,Shop 6Zesa Epworth ComplexChiremba Road,Harare,,
Epworth Mission Clinic,Lot2 Chiremba RoadEpworth,Harare,,
Epworth Polyclinic,1036Off Chiremba RoadEpworth,Harare,,
Epworth Polyclinic Local Board Laboratory,1038 Chiremba Road,Harare,,
Esgar Industrial Clinic,"1256 - 25th Road, Tynwald Industrial Area",Harare,,
Esgar Medical Centre,2166 Area D,Harare,,
Esgar Medical Centre,Helm Farm Ward 1Marondera Rural,Marondera,,
Esigodini Dental Surgery,EsigodiniLeebot Complex,Bulawayo,,
Esigodini District Hospital,Esigodini District HospitalP.O.Box 49Esigodini,Harare,,
Esigodini Pharmacy,Shop Number 4 Zuka ComplexEsigodini,Esigodini,,
Esigodini RDC-Irrisvale Rural Health center,Mbalabalairrisvale,Esigodini,,
Esigodini RDC-Kumbudzi Rural Health Centre,Kumbudzi,Esigodini,,
Esigodini RDC-Mbizingwe Rural Health Centre,Mbizingwe,Esigodini,,
Estee Health Haven,35A Station Road,Chegutu,,
Ethans Care Pharmacy,"Shop 18 Margolis Shopping ComplexStand Number 621, Stephen Margolis Road, DerbyshireWaterfalls",Harare,,
Ethelsup Ambulances,64Dotito Township,Mt Darwin,,
Ethelsup Health Care,Stand Number 64Dotito Township,Mt Darwin,,
Eureka Mine Clinic,Eureka MineMuroiwa VillageWard 6,Guruve,,
Evada Dental Clinic,53 Fifth Street,Kwekwe,,
Evercare Surgery,12188 Tynwald TownshipTynwald,Harare,,
Evercare Surgery,6082Dzivarasekwa Extension,Harare,,
Evolution Pharmacy,"Shop 1, Stand 10377",Harare,,
Evolution Pharmacy,Shop 4 Nssa ComplexSakubva,Mutare,,
Evolution Pharmacy - Motto Motto,Stand 3192Bata BuildingHerbert Chitepo,Mutare,,
Evolution Pharmacy - Ruwa,3788 San Sauci Road,Ruwa,,
Evolution Pharmacy Chipinge,"Shop G2 NSSA Complex, 161 Main Street",Chipinge,,
Exceed Dental Clinic,62 Vukantengane,Plumtree,,
Excel Clinical Laboratory,Suite 10 Esihlengweni Medical ChambersJosiah Tongogara Avenue,Bulawayo,,
Excel Imaging Centre,4098 Main StreetMachipisa Shopping Centre,Harare,,
Excel Radiology X-Ray Unit Pvt Ltd,1751 Mutoko RoadMarlborough,Harare,,
Excel Radiology PVT LTD,1751Mutoko RoadNew Marlborough,Harare,,
Excell Imaging Centre-X-Ray Unit,4098Main StreetMachipisa Shopping Centre,Harare,,
Exclusive Medcare Hospital,119117th AvenueMorningside,Mutare,,
Executive Pharmacy,7713 Nketa 9,Bulawayo,,
Executive Women Health Clinic,60Livingstone Avenue,Harare,,
Expedite DNA Zimbabwe,146Kwame Nkrumah Avenue,Harare,,
Express Care Pharmacy,Shop 1Newlands Shopping Centre,Harare,,
Express Care Pharmacy,"Shop 6 Realtime Building, 3rd Street and Central Avenue",Harare,,
Express Care Pharmacy Murambinda,Stand Number 1329 Murambinda,Murambinda,,
Express Mart Pharmacy,Number 46ACentral Avenue,Harare,,
Express Medical Centre Laboratory-Zyfire,19120Dick A MasundaBabourfields,Bulawayo,,
Extension Medical Centre,Shop 21 Sifra Village,Harare,,
Eye and Laser Centre,2 Routledge StreetMilton Park,Harare,,
Eye Clinic - L. Takawira,CBZ Building Cnr Robert Mugabe / Leopold Takawira,Harare,,
Eye Clinic -Madokero,Shop Number 11Madokero Mall Hallway,Harare,,
Eye Clinic Med Centre,106Jason Moyo Street/Corner 4th Street,Harare,,
Eye Clinic Opticians,Shop 2 Stanley HouseCorner First Street,Harare,,
Eye Clinic Zimvision Opticians,29 Speke Avenue,Harare,,
Eye Do Ocular Health Centre,Shop 6A NFU HouseCorner 1st Avenue & 1st Avenue,Mutare,,
Eye Emporium PVT LTD,"S/D of Stand 267, 120 Fife Street",Bulawayo,,
Eye Plus Opticians,3AZB Lite Towers77 Jason Moyo Avenues,Harare,,
Eye Studio Optometrists,Shop 5Belvedere SquareCorner Princess&Burton Road,Harare,,
Eye to Eye Opticians,Shop Number 1Silundika House22 George Silundika Avenue,Harare,,
Eye Wellness Centre,176 Samora Machel,Harare,,
Eyeconic Vision Optemetrists,24 Cleveland AvenueMilton Park,Harare,,
Eyemate Optometrists,58A George Silundika Avenue,Harare,,
Eyepod,Stand 413Pioneer RoadZambezi Centre,Victoria Falls,,
Eyepod Bulawayo - Mhizha,1st Floor Charter House Cnr Fort Street / L. Takawira Street,Bulawayo,,
EyePod Intellectus,1070Bulawayo TownshipStand NO.137A,Bulawayo,,
EyeQ Opticians,2nd FloorDon Medical Centre8063 Amaveni,Kwekwe,,
EyeQ Opticians,323 Mapanda BuildingGokwe Centre,Gokwe,,
Eyeroom Optometrists,"Shop 5, ZB LIFE TOWERSJason Moyo Ave",Harare,,
Eyes & Lenses Optician - Marondera,9 Msasa Court,Marondera,,
Eyes & Lenses Opticians,130 Harare Street,Harare,,
Eyes & Lenses Opticians - Nelson Mandela,55 Nelson Mandela Avenue,Harare,,
Eyes & Lenses Opticians - Chiredzi,Shop 4 Old Mutual Building,Chiredzi,,
Eyes Peak Opticians - Masvingo,No. 4 Old Mutual Building,Masvingo,,
Eyes Peak Opticians-Ngezi,9Old Mutual Building,Ngezi,,
EyeSite Optpmetry-Gweru,Shop 7Starlite House 3rd Street,Gweru,,
EyeSite Optpmetry-Kwekwe,9A Nelson Mandela Avenue,Kwekwe,,
Eyezone Optometrists,Shop 7 Upstairs Zonkizizwe Shopping CentreBradfield,Bulawayo,,
Eyezone Optometrists,Crn R Mugabe Road and Harare Road,Masvingo,,
Eyezone Optometrists - Byo,Suite 304 3rd Floor CIPF Building Office,Bulawayo,,
Fadzwa Wellness,4 Cuba AvenueMt Pleasant,Harare,,
Fairmind Clinical Laboratory,48Herbert Chitepo Street/3rd Avenue,Bulawayo,,
Faith Pharmacy,Shop 5 Sagonda ComplexK2006 Katanga,Norton,,
Falcon College Sanatorium,Falcon College Campus,Esigodini,,
Falcon Medical Centre,136Harare Street,Harare,,
Falcon Medical Centre-Ultrasound,136Harare StreetCnr Speke/Harare,Harare,,
Famcare Clinic,284/9 Mbizo,Kwekwe,,
Famcare Medical Centre,24042 Makoni,Chitungwiza,,
Famcare Pharmacy,24042 Makoni Shopping Centre,Chitungwiza,,
Familly Care Dental Surgery,97 Fourth Street,Mutare,,
Family Cancer Clinic,4 Cleveland AvenueMilton Park,Harare,,
Family Care Dental CBD,61 Fourth Street,Mutare,,
Family Care Dental Surgery - Dangamvura,4837Area 3Dangamvura,Mutare,,
Family Care Medical Centre,113A J. Tongogara Street,Bulawayo,,
Family Care Pharmacy - Marondera,Stand 1422Cnr Pine and Main Street,Marondera,,
Family Care Pharmacy- Chinamano,Cnr Chinamano and Second Street,Harare,,
Family Care Pharmacy-Chisipite,11HindheadChisipite,Harare,,
Family Dental Clinic-Dr Nani,24Hofmeyer Road,Masvingo,,
Family Dentist,Shop 6 Fidelity Life Centre121 Gum Avenue,Kwekwe,,
Family Doctors,377-16 7th Street,Gweru,,
Family Health Clinic,8141Kuwadzana 2 Shopping Centre,Harare,,
Family Health Clinic-Mutoko,Number 352 Chinzanga Township,Mutoko,,
Family Health Pharmacy-Chitungwiza,16068Unit GSeke,Chitungwiza,,
Family Health Practitioners-Entumbane,10Entumbane Business ComplexLuveve Road,Bulawayo,,
Family Healthcare Clinic-Bulawayo,Number 3014th Avenue between Fort Street & H. Chitepo Street,Bulawayo,,
Family Medical Clinic,24S Mazorodze,Masvingo,,
Family Medical Clinic,6919 Stoneridge Park,Harare,,
Family Mental Health Centre,92S.Parirenyatwa Street,Bulawayo,,
Family Pharmacy,Stand No. 257Shop 1 24 Hofmeyer Street,Masvingo,,
Family Pharmacy - Masvingo,16967Runyarao South West,Masvingo,,
Family Surgery,20 Fourth Street,Marondera,,
Family Wellness Clinic,6473Southlea Park,Harare,,
Fammed Clinic,17 Trail Road Northwood,Harare,,
FamMed Laboratory,17 Trail Road Northwood,Harare,,
Fammed Pharmacy,"17 Trail Road, Mt Pleasant",Harare,,
Farai Mahomva Surgery,50 Harvey Brown AvenueMilton Park,Harare,,
Farai Surgery-Mufakose,36MutondoMufakose,Harare,,
FASSA Fight against Substance Abuse and Addiction Hospital,4164 Nharira View,Norton,,
FC Pharmacy-Gweru,127Main StreetSpar Complex,Gweru,,
FC Pharmacy-Kwekwe,4487Westview AvenueNewton,Kwekwe,,
Femicare Clinic,4 Wakefield Road,Harare,,
Fern Valley Mental and Rehabilitation,5575Murambi East,Mutare,,
Fetal Clinic,101 Josiah Chinamano Avenue,Harare,,
Fetal Clinic,2 Dunkirk DriveAlexandra Park,Harare,,
Fidelity Health Care Pharmacy,"19 Nicoz House, Cnr First Street, Nelson Mandela Avenue",Harare,,
